FID,building,sky,tree,road,sidewalk,person,plant,car,signboard,awning,minibike,wall,earth,railing,streetlight,sculpture,fence,grass,ceiling,water,bridge,van,ashcan,chair,column,bicycle,mountain,skyscraper,windowpane,pier,bulletin board,lamp,booth,fountain,desk,lake,glass
10015,0.3845,0.163469,0.004012,0.30642600000000003,0.004141,0.0,0.0,0.081461,0.011172,0.0,0.0,0.034836,0.0,0.006495999999999999,0.000535,0.0,0.0,0.0,0.0,0.00044100000000000004,0.000164,0.000164,0.0,0.0,0.00041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10016,0.346062,0.189844,0.005391,0.30575,0.015152,0.006184,0.0,0.131582,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10017,0.376785,0.161438,2e-05,0.354691,0.042613,0.0068790000000000006,0.0,0.036456999999999996,0.002781,0.0,0.0,0.0,0.0,0.0,0.007895000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10018,0.418363,0.121121,0.004953,0.353496,0.0,1.2e-05,0.0,0.094164,0.0,0.007891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10019,0.374039,0.172281,0.00425,0.353633,0.020219,0.0008320000000000001,0.0,0.056156,0.003453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,0.43790200000000007,0.09682400000000001,0.001379,0.38721500000000003,0.012199,0.0034100000000000003,0.0,0.007586,0.002297,0.0,0.0,0.0,0.0,0.0,0.000266,0.0,0.008215,0.0,0.0,0.0,0.0,0.034566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10020,0.357809,0.165672,0.000234,0.351543,0.039082,0.0009880000000000002,0.0,0.01677,0.004516,0.0,0.0,0.0,0.0,0.0,3.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10021,0.351906,0.180258,0.019652,0.332934,0.042375,0.002621,0.0,0.024172,0.002875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004031,0.0,0.0,0.0,0.0,0.002359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10022,0.342348,0.18628499999999998,0.029461,0.313645,0.074508,0.000984,0.0,0.051707,0.0,0.0,0.0,0.0,0.0,0.0,0.0008359999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10023,0.339848,0.143531,0.083441,0.35182800000000003,0.025012,0.001094,0.0,0.045933999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008637,0.000484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10024,0.081152,0.110266,0.323727,0.378328,0.002438,0.0,0.00648,0.085852,0.001809,0.0,0.0,9.4e-05,0.0,0.0,0.00013700000000000002,0.0,0.009719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10025,0.039074,0.32410500000000003,0.143176,0.337449,0.001336,0.0,0.0,0.096117,0.004816,0.0,0.0,0.008109,0.017352,0.015262000000000001,0.000551,0.0,0.012199,0.0,0.0,0.0,0.000453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10026,0.019871,0.23098400000000002,0.26821100000000003,0.358535,0.005867,0.003,0.0,0.069102,0.0,0.0,0.0,0.0006519999999999999,0.00032,0.041344,0.000234,0.0,0.0018629999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10027,0.032992,2.7000000000000002e-05,0.456707,0.250762,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.21323000000000003,0.0,0.0,0.0,0.032414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10028,0.225477,0.071035,0.316844,0.224832,0.0,0.00020299999999999997,0.0,0.002398,0.00018,0.0,0.0,0.005605,0.075414,0.0,0.00202,0.0,0.01166,0.056836000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10029,0.0,0.11283199999999999,0.445395,0.24408200000000002,0.0,0.0,0.02625,0.0019379999999999998,0.002352,0.0,0.0,0.0,0.11232,0.037566,0.0,0.0,0.0,0.017266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,0.411105,0.092176,0.051184,0.30457,0.045277,0.000605,0.0016170000000000002,0.088395,0.000789,0.0,6.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10030,0.076598,0.0,0.001215,0.10984400000000001,0.0,0.0,0.0,0.019828,0.0,0.0,0.0,0.09208200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.390324,0.0,0.0,0.0,0.0,0.0,0.015293000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10031,0.24855100000000002,0.231738,0.060773,0.289641,0.017242,0.0,3.1e-05,0.12171900000000001,0.015288999999999999,0.0,0.0,0.001266,0.00107,0.0,3.9e-05,0.0,0.003012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10032,0.361719,0.035262,0.207934,0.24841799999999997,0.017305,0.0017809999999999998,0.060488,0.024184,0.000898,0.004047,0.0,0.037457,0.0,0.0,7.4e-05,0.0,0.0,5.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10033,0.307746,0.056792999999999996,0.18502000000000002,0.290535,0.00448,6.2e-05,0.073613,0.013477000000000001,0.004074,0.0,0.0,0.021684000000000002,0.0,0.0,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10034,0.104895,0.340852,0.031848,0.32319899999999996,0.000113,0.0,0.0,0.11053900000000001,0.031531,0.0,0.0,0.01034,0.0,0.003824,0.0,0.0,0.042207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10035,0.059562000000000004,0.32064499999999996,0.104871,0.309719,0.0010199999999999999,0.0,0.005953,0.030867000000000002,0.000145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084395,0.000176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10036,0.43629700000000005,0.10454300000000001,0.0,0.21253899999999998,0.13056600000000002,0.028758,0.002398,0.0,0.0,0.0,0.0,0.0,0.001367,0.0,0.0008119999999999999,0.0,0.000785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058151999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10037,0.492965,0.032559,0.0,0.0,0.36642600000000003,0.000398,5.9e-05,0.0,0.0,0.0,0.0,0.028691,0.0012029999999999999,0.002391,0.0,0.034555,0.024773,0.0,0.0,0.0,0.0,0.0,0.0024690000000000003,0.0,0.0,0.000172,0.0,0.008281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10038,0.455445,0.067102,0.000371,0.385852,0.016738,0.023852,0.0,0.005633,0.0,0.0,0.0,0.016503999999999998,0.0,0.0,0.0,0.0,0.004258,0.0,0.0,0.0,0.0,0.0,0.000383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10039,0.450812,0.068285,0.000508,0.350434,0.047766,0.022488,0.000484,0.014609,0.0,0.0,0.0,0.029293,0.0,0.0,0.002945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,0.468871,0.076402,0.0,0.40079699999999996,0.033941000000000006,0.0017699999999999999,0.0,0.0029649999999999998,0.0,0.010945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10040,0.0037229999999999997,0.006312,0.0,0.100992,0.0,0.0,0.0,0.011323999999999999,0.0,0.0,0.0,0.256805,0.0,0.014836000000000002,0.0,0.0,0.00173,0.0,0.35932800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074340000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10041,0.072809,0.028742,0.0,0.11325,0.0,0.0,0.000754,0.0040939999999999995,0.0,0.0,0.0,0.316012,0.0,0.0,0.0,0.0,0.0,0.0,0.285371,0.008015999999999999,0.027535000000000004,0.0,0.0,0.0,0.001191,0.0,0.0,0.0,0.000551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10042,0.290578,0.155203,0.010976999999999999,0.258445,0.0,0.0,0.0,0.082215,0.0,0.0,0.0,0.018831999999999998,4e-06,0.0,0.000164,0.0,0.081102,0.0,0.0,0.0,0.000359,0.0,0.0,0.0,0.0,0.0,0.0,0.102121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10043,0.36489499999999997,0.150469,0.0,0.24185900000000002,0.006737999999999999,0.0,0.01909,0.08035199999999999,0.000156,0.0,0.0,0.059003999999999994,0.0,0.0,0.019031,0.0,0.008957,0.000324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10044,0.014913999999999998,0.10123,0.0,0.22464800000000001,0.0,0.001906,0.0,0.0,0.0,0.0,0.0,0.308797,0.0,0.021914,0.0,0.0,0.0,0.0,0.28770300000000004,0.0,0.0,0.0,0.0,0.0,0.02273,0.0,0.0,0.0,0.0010550000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10045,0.004719,0.088949,0.002941,0.16027,0.0,0.0,0.0,0.0015119999999999999,0.0,0.0,0.0,0.234316,0.0,0.008,0.0,0.0,0.00044100000000000004,0.0,0.299109,0.0,0.0,0.0,0.0,0.0,0.063461,0.0,0.0,0.0,0.007945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10046,0.388988,0.23458600000000002,0.002742,0.23220300000000002,0.0,0.0,0.0,0.005973,0.0,0.0,0.0,0.014988,0.017359,0.011585999999999999,0.0,0.0,0.023016,0.0,0.0,0.017707,0.028848000000000002,0.0,0.0,0.0,0.003887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10047,0.449496,0.196207,0.001539,0.164461,0.0,0.0,0.0,0.007023000000000001,0.0,0.002191,0.0,0.029809,0.0,8e-06,0.0,0.0,0.12453499999999999,0.0,0.0,0.01807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10048,0.297582,0.213238,0.005031,0.23463299999999998,0.0,0.0,0.0,0.004141,0.0,0.0,0.0,0.0028710000000000003,0.001117,0.043019999999999996,0.0,0.0,0.027683999999999997,0.0,0.0,0.028738,0.09371900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10049,0.318445,0.240492,0.0,0.22857399999999997,0.0,0.0,0.0,0.007363,0.0,0.0,0.0,0.011332,0.00040599999999999995,0.015605,0.0,0.0,0.006215,0.0,0.0,0.101191,0.000105,0.0,0.0,0.0,0.003832,0.0,0.0,0.0,0.0,0.00123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,0.43833199999999994,0.081098,3.5e-05,0.380918,0.016418000000000002,0.000641,0.0,0.0049299999999999995,0.0,0.007215000000000001,0.0,0.0,0.0,0.0,0.001418,0.0,0.0,0.0,0.0,0.0,0.0,0.000379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10050,0.329816,0.250676,0.0,0.21635900000000002,0.0,0.0,0.000105,0.008074,0.0,0.0,0.0,0.022539,0.009078,0.011379,0.0,0.0,0.008375,0.00021099999999999998,0.0,0.100977,0.000105,0.0,0.0,0.0,0.010140999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10051,0.329074,0.233773,0.0009570000000000001,0.36593400000000004,0.014227000000000002,8.6e-05,0.0,0.024773,0.007906,0.0,0.0,0.001254,0.0,0.0,0.000164,0.0,0.0009449999999999999,0.0,0.0,0.0,0.020163999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10052,0.172066,0.328719,0.052570000000000006,0.260277,0.0,0.0,0.0,0.08167999999999999,0.000508,0.0,0.0,0.012847999999999998,0.012866999999999998,0.022453,4.7e-05,0.0,0.047882999999999995,0.0,0.0,0.0,0.008081999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10053,0.010461,0.408652,0.07493,0.316816,0.0058909999999999995,0.005488,0.001469,0.0036049999999999997,0.000508,0.001934,0.0,0.067285,0.011637,0.0,0.0,0.000367,0.00266,0.0,0.0,0.0,0.052059,0.0,0.00343,0.0,0.0,0.0,0.0009220000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10054,0.009641,0.46569099999999997,0.0,0.314668,0.0,2.7000000000000002e-05,0.0,0.000676,0.000895,0.0,0.0,0.070883,0.01734,0.009012000000000001,0.000516,0.0,0.089238,0.0,0.0,0.0,0.014152000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10055,0.048895,0.446762,1.6e-05,0.340457,0.000176,0.0,0.0,6.2e-05,0.001777,0.0,0.0,0.051055,0.033319999999999995,0.00598,0.002516,0.0,0.023348,0.0,0.0,0.0,0.003953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10056,0.380035,0.15199200000000002,0.008578,0.36966,0.033605,0.008781,0.0,0.009871,0.00032,0.005438,0.0,0.0,0.0,0.0,0.0,0.0,0.030957,0.0,0.0,0.0,0.0,0.0,0.000762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10057,0.42843000000000003,0.079949,0.053027,0.377039,0.023273,3.1e-05,0.0,0.030438,0.0,0.0,0.0,0.0,0.0,0.0,0.000223,0.0,0.0,0.0,0.0,0.0,0.0,0.003148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10058,0.38669899999999996,0.105715,0.10901199999999998,0.214867,0.0019920000000000003,0.048172,0.0,0.0059770000000000005,0.009604999999999999,0.0,0.0,0.006852,0.000109,0.0,0.0,0.0,0.09559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10059,0.088211,0.058738,0.378961,0.368043,0.012805,0.0,0.004883,0.056473,0.0,0.0,0.0,0.000469,0.025675999999999997,0.0,0.0,0.0,0.0019649999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,0.485254,0.060851999999999996,0.0,0.372703,0.03482,0.001465,0.0,0.016895,0.000828,0.015819999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.00013700000000000002,0.0,0.0,0.0,0.0,0.0034020000000000005,0.0,0.0,0.0,0.0,0.0,0.0038399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10060,0.218246,0.314918,0.0,0.056929999999999994,0.232461,0.0,0.0,0.0,8.2e-05,0.0,0.0,0.17486300000000002,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10061,0.621328,0.062891,0.0,0.22464800000000001,0.034727,0.0,0.0,0.025719,0.007370999999999999,0.0,0.0,0.023316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10062,0.356648,0.042988,0.0,0.35078899999999996,0.000816,0.0,0.0,0.010012,0.018578,0.0,0.0,0.035898,0.032484,0.0,0.0,0.0,0.0,0.0,0.07574199999999999,0.0,0.0,0.0,0.000305,0.0,0.066129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10063,0.34516399999999997,0.120777,0.0,0.316551,0.010332,3.5e-05,0.0,0.032961000000000004,0.035633,0.0,0.0,0.13602,0.0,0.00093,0.000254,0.0,5.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10064,0.025188,0.317828,0.178824,0.221781,0.009461,0.0,4e-06,0.038711,0.0,0.0,0.0,0.112605,0.0,0.0,0.001145,0.0,0.044101999999999995,0.0,0.0,0.0,0.050352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10065,0.060726999999999996,0.24383600000000002,0.304383,0.21821500000000002,0.0,0.0,0.00907,0.036652,0.0,0.0,0.0,0.11198399999999999,0.0009220000000000001,0.010034999999999999,2e-05,0.0,0.004156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10066,0.084422,0.195516,0.06529299999999999,0.425277,0.002848,0.0,0.00082,0.036164,0.125629,0.0,0.0,0.015194999999999998,2.7000000000000002e-05,0.0,0.0,0.0,0.0,0.010707,0.0,0.0,0.038102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10067,0.009422,0.179551,0.186297,0.170125,0.0,0.0,0.0,0.117922,0.094039,0.0,0.0,0.096609,0.00084,0.0,0.00028900000000000003,0.0,0.0,0.0,0.0,0.0014060000000000001,0.143207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
