FID,building,sky,tree,road,sidewalk,person,plant,car,signboard,awning,minibike,wall,earth,railing,streetlight,sculpture,fence,grass,ceiling,water,bridge,van,ashcan,chair,column,bicycle,mountain,skyscraper,windowpane,pier,bulletin board,lamp,booth,fountain,desk,lake,glass
103,0.505617,0.008187999999999999,0.0,0.263223,0.07052699999999999,0.03259,0.0,0.065219,0.02398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,0.437867,0.03032,0.016461,0.376867,0.006659999999999999,0.005647999999999999,0.004004,0.030851999999999997,0.011090000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007984,0.0,0.0,0.0,0.0,0.001031,0.0,0.0,0.0,0.0,0.0,0.05140599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10300,0.385598,0.13513699999999998,0.053163999999999996,0.331316,0.005633,0.0017109999999999998,0.00198,0.083648,0.0,0.0,0.0,0.000559,0.0,0.0,0.0,0.0,0.000156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10301,0.151723,0.258707,0.14441800000000002,0.301066,0.018516,0.0,0.0,0.081344,0.000258,0.0,0.0,0.043336,0.0,0.0,0.000633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10302,0.113785,0.026918,0.422699,0.26998,0.012012,0.0,0.001059,0.132082,0.0,0.0,0.0,0.009276999999999999,0.0,0.0,0.0,0.0,0.01009,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10303,0.20784,0.031702999999999995,0.348445,0.178016,0.013527,0.003363,0.016371,0.19581600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10304,0.302531,0.020219,0.27864099999999997,0.163203,0.000164,0.0,0.013741999999999999,0.220703,0.000352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10305,0.276934,0.016984,0.314871,0.180949,0.0046170000000000004,0.0,0.0076950000000000005,0.187789,0.0,0.0,0.0,0.010159999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10306,0.399406,0.087125,0.148828,0.149109,0.0,0.0017230000000000001,0.000668,0.213141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10307,0.357977,0.046370999999999996,0.163773,0.20031600000000002,0.11499200000000001,0.006203,0.033504,0.065879,0.0,0.0,0.0,0.005875,5.9e-05,0.0,0.0,0.0,0.001031,0.000535,0.0,0.0,0.0,0.0034840000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10308,0.184895,0.037633,0.319883,0.16543,0.173395,0.0,0.008953000000000001,0.041094,0.0,0.0,0.0,0.0,0.0,0.011198999999999999,0.0,0.0,0.009438,0.034055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10309,0.29768,0.143738,0.079332,0.41672700000000007,0.02891,0.001348,0.002062,0.008562,0.011977,0.0,0.0,0.002156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,0.332383,0.028074,0.0175,0.333188,6.6e-05,0.001371,0.0,0.026632999999999997,0.0,0.0,0.0,0.002277,0.0,0.005789,0.000367,0.0,0.00252,0.0,0.0,0.0,0.0,0.018637,0.0,0.0,0.0,0.0,0.0,0.068691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10310,0.348023,0.07486699999999999,0.12397999999999999,0.281188,0.084047,0.001797,0.023324,0.037828,0.006414,0.0,0.0,0.0,0.0,0.000535,0.0,0.0,0.017991999999999998,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10311,0.229988,0.0075780000000000005,0.29977,0.311289,0.068918,0.00021099999999999998,0.006527,0.025285,0.002688,0.0,0.0,3.5e-05,0.006531,0.027082,3.1e-05,0.0,0.012215,0.001852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10312,0.128547,0.049444999999999996,0.38577,0.0,0.340047,0.01575,0.009414,0.0,0.003148,0.0,0.0,0.013016,0.0,0.0036049999999999997,0.0018440000000000002,0.0,0.021863,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.015652000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10313,0.061895000000000006,0.11455499999999999,0.347984,0.152867,0.001016,0.002895,0.0,0.195625,0.0,0.0,8e-06,0.0,0.02609,0.096676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10314,0.5105,0.0,0.059395,0.37806999999999996,0.045648,0.001754,0.0,0.00318,0.0,0.0,0.0,0.0,0.0,0.000148,0.000262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10315,0.562316,0.236328,2e-05,0.014547,0.006843999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05,0.177262,0.0,0.0,0.0,0.00047999999999999996,0.0,3.5e-05,0.001289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10316,0.12153900000000001,0.060055,0.048465,0.15920299999999998,0.0215,0.0,0.0,0.20338699999999998,0.000121,0.0,0.0,0.095109,0.024852000000000003,0.0005269999999999999,6.6e-05,0.0,0.001121,0.0,0.24358200000000002,0.0,0.00352,0.0,0.0,0.0,0.009836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10317,0.301777,0.19943,0.022293,0.406922,0.001023,1.6e-05,0.0,0.041819999999999996,0.014777,0.0,0.0,0.004598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10318,0.43257399999999996,0.08525,0.018562000000000002,0.292758,0.045609,0.0,0.013194999999999998,0.043508,0.007047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016944999999999998,0.0,0.0,0.0,0.0,0.0037770000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10319,0.5906640000000001,0.041875,0.004062,0.240152,0.053140999999999994,0.016844,0.0,0.031691000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017440999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,0.496676,0.027461000000000003,0.019237999999999998,0.324254,0.016953,0.008328,0.004539,0.056508,0.0,0.0,0.0,0.00027,0.0,0.033309,0.001492,0.0,0.00022999999999999998,0.0,0.0,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.000145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10320,0.499461,0.068324,0.018184,0.154621,0.0,0.001934,0.0,0.256957,0.0,0.0,0.0,0.00022999999999999998,0.0,0.0,2.7000000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10321,0.130801,0.364848,0.0045,0.279973,0.000973,0.0,0.0,0.021754,0.014715,0.0,0.0,0.049141000000000004,0.009906,0.10057,0.0,0.0,0.02282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10322,0.081121,0.367234,0.041539,0.350773,0.012156,0.0,0.0,0.012875,0.0029100000000000003,0.0,0.0,0.049324,0.0,0.031996,0.000312,0.0,0.049694999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10323,0.091262,0.38925,0.007203,0.324422,0.008102,0.0,0.0,0.012164,0.001047,0.0,0.0,0.099289,0.001715,0.000949,9.8e-05,0.0,0.054352,0.0,0.0,0.0,0.004574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10324,0.272785,0.069625,0.245641,0.278738,0.030987999999999998,0.0,0.0,0.081285,0.0,0.0,0.0,0.0,0.0,0.012159999999999999,0.0,0.0,0.004305,0.001004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10325,0.322281,0.065246,0.18681199999999998,0.242195,0.012145,0.009691,0.0,0.142355,0.000121,0.0,0.0,0.004148,0.004047,0.0,0.0,0.0,0.010883,0.0,0.0,0.0,0.0,0.0,7.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10326,0.286961,0.029901999999999998,0.25542600000000004,0.234512,0.037508,0.0,0.021727,0.048172,0.013656,0.0,0.0,0.035379,0.0035859999999999998,0.013184,0.0,0.0,0.0011480000000000001,0.0,0.0,0.0,0.0,0.0,0.000469,0.0,3.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10327,0.242031,0.016656,0.328746,0.169031,0.003691,0.0,0.003055,0.22553499999999999,0.0,0.00525,0.0,0.004484,0.0,0.0,0.0,0.0,0.0015199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10328,0.046797000000000005,0.015742,0.049113,0.0017809999999999998,0.0023120000000000003,0.0,0.0,0.22351999999999997,0.0,0.0,0.0,0.22657399999999997,0.0036049999999999997,0.00159,0.0,0.0,0.000551,0.003293,0.257715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10329,0.325035,0.056871000000000005,0.170527,0.27566,0.062352,4.3e-05,0.0,0.027101999999999998,0.010078,0.0,0.0,0.001074,0.036812,0.0,0.0,0.0,0.000453,0.011508,0.0,0.0,0.0,0.015038999999999999,0.0,0.0,0.004027,0.001953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,0.49734799999999996,0.029973000000000003,0.0,0.331918,0.002879,0.004398,0.0,0.012121,0.00047300000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10330,0.278688,0.063445,0.197418,0.20483200000000001,0.00014099999999999998,0.001094,0.0012109999999999998,0.20823000000000003,0.0,0.0,0.0,0.016347999999999998,0.0,0.02766,0.0,0.0,0.000129,0.000766,0.0,0.0,0.0,3.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10331,0.090879,0.103047,0.361172,0.197051,0.0077540000000000005,0.0,0.0,0.158074,0.0,0.0,0.0,0.012086,0.0,0.027516000000000002,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.042418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10332,0.22825,0.21006999999999998,0.120047,0.200125,0.061309,0.0,0.0,0.129781,0.0,0.0,0.0,0.035031,0.002188,0.010164,0.0,0.0,0.003035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10333,0.30975,0.10286700000000001,0.17673,0.15417999999999998,0.021766,0.0,0.0,0.23375,0.0,0.0,0.0,0.000742,0.0,0.0,0.0,0.0,0.000215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10334,0.597641,0.037995999999999995,0.07678099999999999,0.131801,0.059988,0.0,0.095789,0.0,0.0,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10335,0.04193,0.196723,0.286227,0.126848,0.061145000000000005,0.000426,0.096387,0.001848,0.0008320000000000001,0.0,0.0,0.183008,0.000281,0.0,0.003836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10336,0.2675,0.024480000000000002,0.258617,0.304766,0.051117,0.028211,0.000227,0.055727,0.002898,0.0,0.0,0.0,0.0,0.00627,0.0,0.0,0.000188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10337,0.468578,0.040484,0.16898,0.08189500000000001,0.089758,0.000719,0.0,0.09235499999999999,0.0,0.0,0.0,0.021348,0.0,0.0,0.0,0.0,0.013930000000000001,0.0,0.0,0.0,0.021953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10338,0.0,0.14586300000000002,0.377168,0.36891399999999996,0.0038979999999999996,0.0,0.0,0.0,0.00033999999999999997,0.0,0.0,0.0,0.001391,0.0,0.0,0.0,0.011727,0.000863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10339,0.419109,0.085766,0.067539,0.253895,0.11039500000000001,0.0,0.0,0.004207,0.00023799999999999998,0.0,0.0,0.005637,0.0,0.0,0.0,0.0,3.1e-05,0.000426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,0.518363,0.026668,0.0,0.360043,0.047141,0.008098000000000001,0.0,0.032773000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006601999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10340,0.250168,0.0,0.305078,0.22169499999999998,0.039457,0.0,0.0,0.11771500000000001,0.0,0.0,0.0,0.012543,0.0,0.034348000000000004,0.0,0.0,0.001289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10341,0.14665599999999998,0.101035,0.26969099999999996,0.341246,0.045582,0.020828,0.000375,0.040543,0.004227000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013977000000000002,0.0,0.0,0.0,0.0,0.0,0.00609,0.0,0.0,0.007476999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10342,0.294734,0.077535,0.200559,0.28152,0.074656,3.5e-05,0.0,0.037852,0.015656,0.0,0.0,0.0,0.0,7.8e-05,0.0,0.0,0.0034020000000000005,0.0,0.0,0.0,0.0,0.0,0.000379,0.0,0.0,0.004664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10343,0.076125,0.102215,0.34991,0.28835900000000003,5.1e-05,1.2e-05,0.001695,0.139441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012738,0.0,0.0,0.0,0.0,0.028734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10344,0.45358999999999994,0.077895,0.024941,0.338453,0.058304999999999996,0.0037619999999999997,0.0,0.015456999999999999,0.0,0.017246,0.000184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002781,0.0,0.0,0.0025510000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10345,0.45074200000000003,0.081594,0.031148000000000002,0.234406,0.012941,0.005227000000000001,0.0,0.073746,0.0009689999999999999,0.0035979999999999996,0.0,0.0,0.0,0.0,0.00047300000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.09375399999999999,0.0,0.0,0.0,0.011401999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10346,0.405102,0.036285000000000005,0.146637,0.22019899999999998,0.002734,0.0022890000000000002,0.0,0.169695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10347,0.39960500000000004,0.084887,0.073102,0.38240999999999997,0.044027,0.005211,0.000516,0.007640999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.000117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10348,0.324719,0.082711,0.190156,0.253098,0.045723,0.0068980000000000005,0.0,0.089738,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006945000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10349,0.283441,0.051121,0.246137,0.209848,0.02518,0.00035499999999999996,0.0,0.165672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,0.48166000000000003,0.036086,0.000285,0.415016,0.004719,0.0,0.000863,0.012516,0.000273,0.0,0.0,0.000117,0.0,0.0,0.00022999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.005059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10350,0.24791799999999997,0.113523,0.189816,0.354574,0.026668,0.0,0.000496,0.061707000000000005,0.000359,0.000672,0.0,0.0,0.0,0.0,0.000977,0.0,0.001621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10351,0.203309,0.04752,0.37094099999999997,0.182773,0.155605,0.001074,0.0,0.031132999999999997,0.0029059999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7000000000000002e-05,0.0,0.0,0.0,0.002414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10352,0.329445,0.047202999999999995,0.29866,0.116094,0.022352,0.0,0.0009449999999999999,0.185301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10353,0.383785,0.038031,0.16605899999999998,0.187426,0.14048,0.0075120000000000004,0.0,0.07357000000000001,4e-06,0.0,0.0,0.000281,0.0,0.0,0.0,0.0,0.002852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10354,0.26969499999999996,0.039766,0.263879,0.189395,0.0,0.0,0.0,0.206684,0.0,0.0,0.0,0.030175999999999998,0.0,0.0,0.0,0.0,0.00040599999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10355,0.10607799999999999,0.083344,0.342652,0.153129,3.1e-05,0.0,0.0,0.147562,0.0,0.0,0.0,0.15943,0.0,0.0,0.0,0.0,0.007773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10356,0.0,0.010703,0.529859,0.248977,0.0,0.0,0.0,0.005836,0.010362999999999999,0.0,0.0,0.0,0.070242,0.0,2.7000000000000002e-05,0.0,0.027855,0.07733999999999999,0.0,0.0,0.015069999999999998,0.0,0.0,0.0,0.000785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10357,0.005246,0.254324,0.199621,0.265594,0.0,0.0,0.0,0.004207,0.0,0.0,0.0,0.0,0.043336,0.0,0.0,0.0,0.070641,0.0,0.000633,0.0,0.156398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10358,0.0,0.176977,0.405762,0.276227,0.0,0.0,0.0,0.003285,0.0,0.0,0.0,0.030285000000000003,0.041129,0.0,0.0,0.0,0.06487899999999999,0.0,0.0,0.0,0.001457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10359,0.0,0.091211,0.47877,0.327148,0.009073999999999999,0.0,0.0,0.003621,0.0,0.0,0.0,0.010851999999999999,0.042644999999999995,0.0,0.0,0.0,0.013496000000000001,0.010284999999999999,0.0,0.0,0.012898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,0.50016,0.038312,0.00398,0.311992,0.006594,0.008926,0.0,0.111988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013175999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10360,0.030612999999999998,0.231629,0.17477,0.24783200000000002,0.10318800000000002,0.0,0.0038909999999999995,0.00293,2e-05,0.0,0.0,0.000297,0.0,0.0,0.0,0.0,0.098457,0.000949,0.0,0.0,0.014207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10361,0.021551,0.203922,0.322594,0.32025,0.0,0.000312,0.0,9.8e-05,0.0,0.0,0.0,0.0,0.058828,0.0,0.0,0.0,0.037308999999999995,0.016973,0.0,0.0,0.000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10362,0.544379,0.043555,0.052062,0.11002,0.192191,0.0023870000000000002,0.0,0.002664,0.019836000000000003,0.0,0.0,0.0,0.0,0.0,0.000348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10363,0.453992,0.0,0.0,0.065215,0.190148,0.00225,0.0,0.004273,0.004477,0.0,0.0,0.219887,0.0,0.0,0.0,0.0,0.0,0.0,0.055452999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10364,0.28276999999999997,0.038758,0.045574,0.068027,0.147293,0.0,0.001875,0.034414,0.007566,0.0,0.0,0.275,0.0,0.0007700000000000001,0.0,0.0,0.004645000000000001,0.0,0.018144999999999998,0.0,0.0,0.0,0.0,0.000207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10365,0.752742,0.002125,0.000949,0.060851999999999996,0.132438,2e-05,0.0,0.029223000000000002,0.01007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001984,0.0,0.0,0.0,0.0,0.00022999999999999998,0.005469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10366,0.532812,0.027941000000000004,0.013316,0.134184,0.17666800000000002,0.07310900000000001,0.0,0.041676,3.1e-05,0.0,0.0,0.000262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10367,0.494766,0.05410499999999999,0.026801,0.224293,0.115672,0.009922,0.0,0.061996,0.009758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10368,0.46941400000000005,0.032559,0.137648,0.019538999999999997,0.20660900000000001,0.0,0.009082,0.030832,0.00021099999999999998,0.0,0.0,0.000512,0.0,0.046551,0.0,0.0,0.021144999999999997,0.0,0.0,0.0,0.0,8.2e-05,0.000898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10369,0.441867,0.040344,0.043117,0.015012000000000001,0.208258,0.0,0.0,0.011379,0.124699,0.0,0.0,0.096707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,0.420145,0.051488,0.070859,0.354117,0.038984,0.0,0.0059689999999999995,0.047133,0.0,0.0,0.0,0.002598,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10370,0.15748800000000002,0.042621,0.299734,0.00309,0.17668399999999998,0.0,0.069445,0.120723,0.0,0.0,0.0,0.09066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035979999999999996,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
